subjid,sceneid,sceneorder,desc,cleaned,pattern,pattern (normalised order)
21,12,20,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
21,13,22,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
21,14,24,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
21,15,30,green ball,green ball,tg_col tg_type,tg_col tg_type
21,16,12,red ball,red ball,tg_col tg_type,tg_col tg_type
22,17,32,yellow sphere,yellow ball,tg_col tg_type,tg_col tg_type
22,18,28,blue sphere,blue ball,tg_col tg_type,tg_col tg_type
22,19,2,the yellow sphere,yellow ball,tg_col tg_type,tg_col tg_type
22,20,18,large blue sphere,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
22,21,8,green sphere,green ball,tg_col tg_type,tg_col tg_type
22,22,14,large red sphere,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
22,23,20,green sphere,green ball,tg_col tg_type,tg_col tg_type
22,24,22,red sphere,red ball,tg_col tg_type,tg_col tg_type
22,25,6,small green sphere,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
22,26,26,small red sphere,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
22,27,16,small green sphere,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
22,28,12,small red sphere,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
22,29,4,the yellow sphere,yellow ball,tg_col tg_type,tg_col tg_type
22,30,30,blue sphere,blue ball,tg_col tg_type,tg_col tg_type
22,31,10,yellow sphere,yellow ball,tg_col tg_type,tg_col tg_type
22,32,24,small blue sphere,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,1,14,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,2,30,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,3,6,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,4,10,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,5,32,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
23,6,8,blue ball,blue ball,tg_col tg_type,tg_col tg_type
23,7,18,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,8,26,blue ball,blue ball,tg_col tg_type,tg_col tg_type
23,9,28,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,10,20,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,11,24,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,12,22,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,13,16,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,14,12,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,15,4,large green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
23,16,2,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,17,6,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,18,2,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,19,22,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,20,10,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,21,14,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,22,16,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,23,32,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,24,4,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,25,28,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,26,20,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,27,12,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,28,18,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,29,24,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,30,30,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,31,26,small yellow ball,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
24,32,8,blue ball,blue ball,tg_col tg_type,tg_col tg_type
27,1,12,green ball,green ball,tg_col tg_type,tg_col tg_type
27,2,26,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
27,3,2,green ball,green ball,tg_col tg_type,tg_col tg_type
27,4,8,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
27,5,6,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
27,6,10,blue ball,blue ball,tg_col tg_type,tg_col tg_type
27,7,14,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
27,8,30,blue ball,blue ball,tg_col tg_type,tg_col tg_type
27,9,16,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
27,10,22,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
27,11,24,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
27,12,32,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
27,13,28,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
27,14,4,red ball,red ball,tg_col tg_type,tg_col tg_type
27,15,20,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
27,16,18,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,17,4,yellow circle,yellow ball,tg_col tg_type,tg_col tg_type
28,18,32,big blue circle,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,19,28,yellow circle,yellow ball,tg_col tg_type,tg_col tg_type
28,20,12,big blue circle,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,21,16,big green circle,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,22,30,big red circle,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,23,18,big green circle,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,24,2,red circle on the box,red ball on-top-of cube,tg_col tg_type rel lm_type,tg_col tg_type rel lm_type
28,25,10,little green circle,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,26,22,small red circle,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,27,8,little green circle on top of the square,small green ball on-top-of cube,tg_size tg_col tg_type rel lm_type,tg_size tg_col tg_type rel lm_type
28,28,20,little red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,29,14,little yellow circle,small yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,30,6,little blue circle,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
28,31,26,yellow circle,yellow ball,tg_col tg_type,tg_col tg_type
28,32,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
29,1,28,green ball,green ball,tg_col tg_type,tg_col tg_type
29,2,20,red ball on the ground,red bottom ball,tg_col tg_loc tg_type,tg_col tg_loc tg_type
29,3,32,green ball,green ball,tg_col tg_type,tg_col tg_type
29,4,14,red ball,red ball,tg_col tg_type,tg_col tg_type
29,5,6,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
29,6,24,blue ball,blue ball,tg_col tg_type,tg_col tg_type
29,7,4,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
29,8,18,blue ball,blue ball,tg_col tg_type,tg_col tg_type
29,9,16,largest yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
29,10,8,blue ball,blue ball,tg_col tg_type,tg_col tg_type
29,11,30,largest yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
29,12,12,blue ball,blue ball,tg_col tg_type,tg_col tg_type
29,13,22,green ball,green ball,tg_col tg_type,tg_col tg_type
29,14,26,red ball,red ball,tg_col tg_type,tg_col tg_type
29,15,10,green ball,green ball,tg_col tg_type,tg_col tg_type
29,16,2,red ball,red ball,tg_col tg_type,tg_col tg_type
30,17,18,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
30,18,6,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
30,19,22,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
30,20,20,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
30,21,24,green ball,green ball,tg_col tg_type,tg_col tg_type
30,22,32,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
30,23,28,green ball,green ball,tg_col tg_type,tg_col tg_type
30,24,12,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
30,25,8,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
30,26,16,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
30,27,4,green ball on the blue box,green ball on-top-of blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
30,28,30,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
30,29,10,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
30,30,14,small blue ball,small blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
30,31,2,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
30,32,26,blue ball,blue ball,tg_col tg_type,tg_col tg_type
31,1,12,green ball,green ball,tg_col tg_type,tg_col tg_type
31,2,18,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
31,3,32,green ball on the cube,green ball on-top-of cube,tg_col tg_type rel lm_type,tg_col tg_type rel lm_type
31,4,2,small red ball on top of the large red cube,small red ball on-top-of large red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
31,5,16,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
31,6,28,blue ball,blue ball,tg_col tg_type,tg_col tg_type
31,7,26,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
31,8,30,blue ball on the cube,blue ball on-top-of cube,tg_col tg_type rel lm_type,tg_col tg_type rel lm_type
31,9,22,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
31,10,6,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
31,11,14,large yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
31,12,20,large blue ball on the cube,large blue ball on-top-of cube,tg_size tg_col tg_type rel lm_type,tg_size tg_col tg_type rel lm_type
31,13,8,green ball,green ball,tg_col tg_type,tg_col tg_type
31,14,10,red ball,red ball,tg_col tg_type,tg_col tg_type
31,15,24,green ball,green ball,tg_col tg_type,tg_col tg_type
31,16,4,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
32,17,26,big yellow ball,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
32,18,24,big blue ball on the floor,large blue bottom ball,tg_size tg_col tg_loc tg_type,tg_size tg_col tg_loc tg_type
32,19,12,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
32,20,8,larger of the blue balls,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
32,21,30,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
32,22,10,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
32,23,22,big green ball,large green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
32,24,28,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
32,25,6,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
32,26,18,small red ball on the left next to the small red cube,small red left-hand ball next-to small red cube,tg_size tg_col tg_loc tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_loc tg_type rel lm_size lm_col lm_type
32,27,16,small green ball sitting on the small blue cube,small green ball on-top-of small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
32,28,20,small red ball on top of the small red cube,small red ball on-top-of small red cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
32,29,2,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
32,30,14,small blue ball on the floor,small blue bottom ball,tg_size tg_col tg_loc tg_type,tg_size tg_col tg_loc tg_type
32,31,4,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
32,32,32,small blue ball on top of the small blue cube,small blue ball on-top-of small blue cube,tg_size tg_col tg_type rel lm_size lm_col lm_type,tg_size tg_col tg_type rel lm_size lm_col lm_type
33,1,30,green ball,green ball,tg_col tg_type,tg_col tg_type
33,2,18,red ball which is touching the red cube,red ball next-to red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
33,3,4,green ball,green ball,tg_col tg_type,tg_col tg_type
33,4,14,smaller red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
33,5,24,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
33,6,16,blue ball,blue ball,tg_col tg_type,tg_col tg_type
33,7,26,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
33,8,10,blue ball,blue ball,tg_col tg_type,tg_col tg_type
33,9,8,larger of the two yellow balls,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
33,10,22,blue ball which is touching the blue cube,blue ball next-to blue cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
33,11,2,larger of the two yellow balls,large yellow ball,tg_size tg_col tg_type,tg_size tg_col tg_type
33,12,20,larger of the two blue balls,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
33,13,12,green ball,green ball,tg_col tg_type,tg_col tg_type
33,14,28,red ball,red ball,tg_col tg_type,tg_col tg_type
33,15,32,green ball,green ball,tg_col tg_type,tg_col tg_type
33,16,6,red ball,red ball,tg_col tg_type,tg_col tg_type
34,17,14,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
34,18,20,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
34,19,8,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
34,20,28,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
34,21,16,green ball,green ball,tg_col tg_type,tg_col tg_type
34,22,32,red ball,red ball,tg_col tg_type,tg_col tg_type
34,23,22,green ball,green ball,tg_col tg_type,tg_col tg_type
34,24,30,red ball,red ball,tg_col tg_type,tg_col tg_type
34,25,26,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
34,26,24,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
34,27,10,green ball,green ball,tg_col tg_type,tg_col tg_type
34,28,2,small red ball.,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
34,29,18,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
34,30,4,blue ball,blue ball,tg_col tg_type,tg_col tg_type
34,31,12,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
34,32,6,blue ball,blue ball,tg_col tg_type,tg_col tg_type
36,17,20,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
36,18,12,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
36,19,28,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
36,20,18,large blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
36,21,30,green ball,green ball,tg_col tg_type,tg_col tg_type
36,22,22,red ball,red ball,tg_col tg_type,tg_col tg_type
36,23,16,green ball,green ball,tg_col tg_type,tg_col tg_type
36,24,2,large red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
36,25,6,small green ball on the ground,small green bottom ball,tg_size tg_col tg_loc tg_type,tg_size tg_col tg_loc tg_type
36,26,26,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
36,27,8,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
36,28,10,small red ball on the red box,small red ball on-top-of red cube,tg_size tg_col tg_type rel lm_col lm_type,tg_size tg_col tg_type rel lm_col lm_type
36,29,14,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
36,30,32,blue ball,blue ball,tg_col tg_type,tg_col tg_type
36,31,24,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
36,32,4,blue ball,blue ball,tg_col tg_type,tg_col tg_type
38,17,26,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
38,18,30,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
38,19,8,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
38,20,6,big blue ball,large blue ball,tg_size tg_col tg_type,tg_size tg_col tg_type
38,21,16,green ball,green ball,tg_col tg_type,tg_col tg_type
38,22,28,big red ball,large red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
38,23,32,green ball,green ball,tg_col tg_type,tg_col tg_type
38,24,18,red ball,red ball,tg_col tg_type,tg_col tg_type
38,25,20,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
38,26,2,red ball next to the red cube,red ball next-to red cube,tg_col tg_type rel lm_col lm_type,tg_col tg_type rel lm_col lm_type
38,27,12,small green ball,small green ball,tg_size tg_col tg_type,tg_size tg_col tg_type
38,28,10,small red ball,small red ball,tg_size tg_col tg_type,tg_size tg_col tg_type
38,29,22,yellow ball,yellow ball,tg_col tg_type,tg_col tg_type
